Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00  226286/226424      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_end() [82]
                0.00    0.00  226286/226397      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_begin() [84]
-----------------------------------------------
                0.00    0.02     913/913         Yuna::Core::State::Run() [1]
[9]     20.5    0.00    0.02     913         Game::Update() [9]
                0.00    0.02     913/913         World::Update(float) [10]
-----------------------------------------------
                0.00    0.02     913/913         Game::Update() [9]
[10]    20.5    0.00    0.02     913         World::Update(float) [10]
                0.00    0.01     913/913         InputSystem::Update(float) [20]
                0.00    0.01     913/913         MapCollisionDetectionSystem::Update(float) [22]
                0.01    0.00     913/913         RenderSystem::Update(float) [29]
                0.00    0.00    7304/22960       bool __gnu_cxx::operator!=<std::unique_ptr<System, std::default_delete<System> >*, std::vector<std::unique_ptr<System, std::default_delete<System> >, std::allocator<std::unique_ptr<System, std::default_delete<System> > > > >(__gnu_cxx::__normal_iterator<std::unique_ptr<System, std::default_delete<System> >*, std::vector<std::unique_ptr<System, std::default_delete<System> >, std::allocator<std::unique_ptr<System, std::default_delete<System> > > > > const&, __gnu_cxx::__normal_iterator<std::unique_ptr<System, std::default_delete<System> >*, std::vector<std::unique_ptr<System, std::default_delete<System> >, std::allocator<std::unique_ptr<System, std::default_delete<System> > > > > const&) [203]
                0.00    0.00    6391/20097       __gnu_cxx::__normal_iterator<std::unique_ptr<System, std::default_delete<System> >*, std::vector<std::unique_ptr<System, std::default_delete<System> >, std::allocator<std::unique_ptr<System, std::default_delete<System> > > > >::operator*() const [204]
                0.00    0.00    6391/20090       std::unique_ptr<System, std::default_delete<System> >::operator->() const [207]
                0.00    0.00    6391/20090       __gnu_cxx::__normal_iterator<std::unique_ptr<System, std::default_delete<System> >*, std::vector<std::unique_ptr<System, std::default_delete<System> >, std::allocator<std::unique_ptr<System, std::default_delete<System> > > > >::operator++() [205]
                0.00    0.00     913/2874        std::vector<std::unique_ptr<System, std::default_delete<System> >, std::allocator<std::unique_ptr<System, std::default_delete<System> > > >::begin() [275]
                0.00    0.00     913/2881        std::vector<std::unique_ptr<System, std::default_delete<System> >, std::allocator<std::unique_ptr<System, std::default_delete<System> > > >::end() [274]
                0.00    0.00     913/913         CameraSystem::Update(float) [309]
                0.00    0.00     913/913         MovementSystem::Update(float) [311]
                0.00    0.00     913/913         EntityCollisionDetectionSystem::Update(float) [314]
                0.00    0.00     913/913         GravitySystem::Update(float) [310]
-----------------------------------------------
                                                 <spontaneous>
[11]    20.0    0.02    0.00                 _init [11]
-----------------------------------------------
                0.00    0.00      13/1130786     std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, Block> >, int const&) [45]
                0.00    0.00      13/1130786     std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, Block> >*) [44]
                0.00    0.00     109/1130786     std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::find(int const&) [36]
                0.00    0.00  226272/1130786     std::map<int, Block, std::less<int>, std::allocator<std::pair<int const, Block> > >::operator[](int const&) [5]
                0.01    0.00  904379/1130786     std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, Block> >*, std::_Rb_tree_node_base*, int const&) [6]
[12]    10.0    0.01    0.00 1130786         std::less<int>::operator()(int const&, int const&) const [12]
-----------------------------------------------
                0.01    0.00  904541/904541      std::_Rb_tree_node<std::pair<int const, Block> >::_M_valptr() const [14]
[13]    10.0    0.01    0.00  904541         __gnu_cxx::__aligned_membuf<std::pair<int const, Block> >::_M_ptr() const [13]
                0.00    0.00  904541/904541      __gnu_cxx::__aligned_membuf<std::pair<int const, Block> >::_M_addr() const [68]
-----------------------------------------------
                0.00    0.01  904541/904541      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_S_key(std::_Rb_tree_node<std::pair<int const, Block> > const*) [15]
[14]    10.0    0.00    0.01  904541         std::_Rb_tree_node<std::pair<int const, Block> >::_M_valptr() const [14]
                0.01    0.00  904541/904541      __gnu_cxx::__aligned_membuf<std::pair<int const, Block> >::_M_ptr() const [13]
-----------------------------------------------
                0.00    0.00      13/904541      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, Block> >*) [44]
                0.00    0.00      14/904541      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_Auto_node::_M_key() const [46]
                0.00    0.00     135/904541      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_S_key(std::_Rb_tree_node_base const*) [41]
                0.00    0.01  904379/904541      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, Block> >*, std::_Rb_tree_node_base*, int const&) [6]
[15]    10.0    0.00    0.01  904541         std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_S_key(std::_Rb_tree_node<std::pair<int const, Block> > const*) [15]
                0.00    0.01  904541/904541      std::_Rb_tree_node<std::pair<int const, Block> >::_M_valptr() const [14]
                0.00    0.00  904541/904541      std::_Select1st<std::pair<int const, Block> >::operator()(std::pair<int const, Block> const&) const [69]
-----------------------------------------------
                0.01    0.00  397045/794090      std::vector<int, std::allocator<int> >::begin() [25]
                0.01    0.00  397045/794090      std::vector<int, std::allocator<int> >::end() [24]
[16]    10.0    0.01    0.00  794090         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [16]
-----------------------------------------------
                0.00    0.00       1/2740        InputComponent& ComponentContainer::AddComponent<InputComponent>() [37]
                0.01    0.00    2739/2740        bool ComponentContainer::HasComponent<InputComponent>() const [18]
[17]    10.0    0.01    0.00    2740         unsigned long ComponentTypeID::GetID<InputComponent>() [17]
-----------------------------------------------
                0.00    0.01    2739/2739        bool World::HasComponent<InputComponent>(unsigned int) const [19]
[18]    10.0    0.00    0.01    2739         bool ComponentContainer::HasComponent<InputComponent>() const [18]
                0.01    0.00    2739/2740        unsigned long ComponentTypeID::GetID<InputComponent>() [17]
                0.00    0.00    2739/43596       std::unordered_map<unsigned long, std::unique_ptr<Component, std::default_delete<Component> >, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > > > >::end() const [164]
                0.00    0.00    2739/43596       std::unordered_map<unsigned long, std::unique_ptr<Component, std::default_delete<Component> >, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > > > >::find(unsigned long const&) const [165]
                0.00    0.00    2739/43596       std::__detail::operator!=(std::__detail::_Node_const_iterator<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, false, false> const&, std::__detail::_Node_const_iterator<std::pair<unsigned long const, std::unique_ptr<Component, std::default_delete<Component> > >, false, false> const&) [168]
-----------------------------------------------
                0.00    0.01    2739/2739        std::vector<unsigned int, std::allocator<unsigned int> > World::GetEntitiesWith<InputComponent>() [21]
[19]    10.0    0.00    0.01    2739         bool World::HasComponent<InputComponent>(unsigned int) const [19]
                0.00    0.01    2739/2739        bool ComponentContainer::HasComponent<InputComponent>() const [18]
                0.00    0.00    2739/75413       std::unordered_map<unsigned int, ComponentContainer, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, ComponentContainer> > >::find(unsigned int const&) const [132]
                0.00    0.00    2739/75413       std::unordered_map<unsigned int, ComponentContainer, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, ComponentContainer> > >::end() const [131]
                0.00    0.00    2739/75413       std::__detail::operator==(std::__detail::_Node_const_iterator<std::pair<unsigned int const, ComponentContainer>, false, false> const&, std::__detail::_Node_const_iterator<std::pair<unsigned int const, ComponentContainer>, false, false> const&) [136]
                0.00    0.00    2739/43596       std::__detail::_Node_const_iterator<std::pair<unsigned int const, ComponentContainer>, false, false>::operator->() const [166]
-----------------------------------------------
                0.00    0.01     913/913         World::Update(float) [10]
[20]    10.0    0.00    0.01     913         InputSystem::Update(float) [20]
                0.00    0.01     913/913         std::vector<unsigned int, std::allocator<unsigned int> > World::GetEntitiesWith<InputComponent>() [21]
                0.00    0.00    1826/54514       bool __gnu_cxx::operator!=<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [156]
                0.00    0.00     913/29067       std::vector<unsigned int, std::allocator<unsigned int> >::begin() [197]
                0.00    0.00     913/29067       std::vector<unsigned int, std::allocator<unsigned int> >::end() [196]
                0.00    0.00     913/38156       __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator*() const [170]
                0.00    0.00     913/9130        VelocityComponent* World::GetComponent<VelocityComponent>(unsigned int) [242]
                0.00    0.00     913/38156       __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator++() [169]
                0.00    0.00     913/7267        std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [254]
-----------------------------------------------
                0.00    0.01     913/913         InputSystem::Update(float) [20]
[21]    10.0    0.00    0.01     913         std::vector<unsigned int, std::allocator<unsigned int> > World::GetEntitiesWith<InputComponent>() [21]
                0.00    0.01    2739/2739        bool World::HasComponent<InputComponent>(unsigned int) const [19]
                0.00    0.00    3652/54514       bool __gnu_cxx::operator!=<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [156]
                0.00    0.00    2739/38156       __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator*() const [170]
                0.00    0.00    2739/38156       __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator++() [169]
                0.00    0.00     913/7267        std::vector<unsigned int, std::allocator<unsigned int> >::vector() [253]
                0.00    0.00     913/29067       std::vector<unsigned int, std::allocator<unsigned int> >::begin() [197]
                0.00    0.00     913/29067       std::vector<unsigned int, std::allocator<unsigned int> >::end() [196]
                0.00    0.00     913/12709       std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [226]
-----------------------------------------------
                0.00    0.01     913/913         World::Update(float) [10]
[22]     5.5    0.00    0.01     913         MapCollisionDetectionSystem::Update(float) [22]
                0.00    0.01   31352/226286      std::map<int, Block, std::less<int>, std::allocator<std::pair<int const, Block> > >::operator[](int const&) [5]
                0.00    0.00   74703/509503      std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::operator[](unsigned long) [72]
                0.00    0.00   63072/452856      Block::GetSize() const [75]
                0.00    0.00   62266/459311      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [73]
                0.00    0.00   62266/62266       std::vector<int, std::allocator<int> >::empty() const [153]
                0.00    0.00   56122/56122       bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [155]
                0.00    0.00   31536/33364       sf::Rect<float>::Rect(float, float, float, float) [173]
                0.00    0.00   31352/31352       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [195]
                0.00    0.00   31352/31352       Map::GetBlockDefinitions() [193]
                0.00    0.00   31352/31352       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [194]
                0.00    0.00   24770/87036       std::vector<int, std::allocator<int> >::begin() const [117]
                0.00    0.00   24770/87036       std::vector<int, std::allocator<int> >::end() const [116]
                0.00    0.00   14263/53599       int const& std::max<int>(int const&, int const&) [157]
                0.00    0.00   14263/53599       int const& std::min<int>(int const&, int const&) [158]
                0.00    0.00   12437/50592       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [160]
                0.00    0.00    3652/3720        sf::Vector2<float>::Vector2() [267]
                0.00    0.00    3652/4018        std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > >::end() [264]
                0.00    0.00    3652/3834        std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > >::begin() [265]
                0.00    0.00    2739/54514       bool __gnu_cxx::operator!=<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [156]
                0.00    0.00    2010/198812      sf::Vector2<float>::Vector2(float, float) [86]
                0.00    0.00    2010/4020        bool __gnu_cxx::operator!=<std::pair<sf::Rect<float>, float>*, std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > > >(__gnu_cxx::__normal_iterator<std::pair<sf::Rect<float>, float>*, std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > > > const&, __gnu_cxx::__normal_iterator<std::pair<sf::Rect<float>, float>*, std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > > > const&) [263]
                0.00    0.00    1826/38156       __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator*() const [170]
                0.00    0.00    1826/5478        ColliderComponent* World::GetComponent<ColliderComponent>(unsigned int) [258]
                0.00    0.00    1826/11793       TransformComponent* World::GetComponent<TransformComponent>(unsigned int) [233]
                0.00    0.00    1826/9130        VelocityComponent* World::GetComponent<VelocityComponent>(unsigned int) [242]
                0.00    0.00    1826/1826        std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > >::vector() [299]
                0.00    0.00    1826/1826        Map::GetMapData() [282]
                0.00    0.00    1826/1826        Map::GetTileSize() const [289]
                0.00    0.00    1826/3782        std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::size() const [266]
                0.00    0.00    1826/1826        void std::sort<__gnu_cxx::__normal_iterator<std::pair<sf::Rect<float>, float>*, std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > > >, MapCollisionDetectionSystem::Update(float)::{lambda(std::pair<sf::Rect<float>, float> const&, std::pair<sf::Rect<float>, float> const&)#1}>(__gnu_cxx::__normal_iterator<std::pair<sf::Rect<float>, float>*, std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > > >, __gnu_cxx::__normal_iterator<std::pair<sf::Rect<float>, float>*, std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > > >, MapCollisionDetectionSystem::Update(float)::{lambda(std::pair<sf::Rect<float>, float> const&, std::pair<sf::Rect<float>, float> const&)#1}) [301]
                0.00    0.00    1826/1826        std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > >::~vector() [300]
                0.00    0.00    1826/38156       __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator++() [169]
                0.00    0.00     913/1826        std::vector<unsigned int, std::allocator<unsigned int> > World::GetEntitiesWith<ColliderComponent, TransformComponent, VelocityComponent>() [283]
                0.00    0.00     913/913         World::GetMap() [321]
                0.00    0.00     913/29067       std::vector<unsigned int, std::allocator<unsigned int> >::begin() [197]
                0.00    0.00     913/29067       std::vector<unsigned int, std::allocator<unsigned int> >::end() [196]
                0.00    0.00     913/7267        std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [254]
                0.00    0.00     248/248         std::abs(float) [358]
                0.00    0.00     184/184         std::pair<sf::Rect<float>, float>::pair<sf::Rect<float>, float&, true>(sf::Rect<float>&&, float&) [379]
                0.00    0.00     184/184         std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > >::push_back(std::pair<sf::Rect<float>, float>&&) [382]
                0.00    0.00     184/673         __gnu_cxx::__normal_iterator<std::pair<sf::Rect<float>, float>*, std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > > >::operator*() const [330]
                0.00    0.00     184/245         __gnu_cxx::__normal_iterator<std::pair<sf::Rect<float>, float>*, std::vector<std::pair<sf::Rect<float>, float>, std::allocator<std::pair<sf::Rect<float>, float> > > >::operator++() [359]
-----------------------------------------------
                0.00    0.00      14/452600      void std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, Block> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [51]
                0.00    0.00      14/452600      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, Block> >*) [50]
                0.00    0.00  452572/452600      std::_Rb_tree_iterator<std::pair<int const, Block> >::operator*() const [30]
[23]     5.0    0.01    0.00  452600         std::_Rb_tree_node<std::pair<int const, Block> >::_M_valptr() [23]
                0.00    0.00  452600/452600      __gnu_cxx::__aligned_membuf<std::pair<int const, Block> >::_M_ptr() [76]
-----------------------------------------------
                0.00    0.00     109/397045      void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [39]
                0.00    0.00  396936/397045      Map::Render(Yuna::Core::Window*, sf::Rect<int>) [4]
[24]     5.0    0.00    0.01  397045         std::vector<int, std::allocator<int> >::end() [24]
                0.01    0.00  397045/794090      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [16]
-----------------------------------------------
                0.00    0.00     109/397045      void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [39]
                0.00    0.00  396936/397045      Map::Render(Yuna::Core::Window*, sf::Rect<int>) [4]
[25]     5.0    0.00    0.01  397045         std::vector<int, std::allocator<int> >::begin() [25]
                0.01    0.00  397045/794090      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [16]
-----------------------------------------------
                0.00    0.01  226272/226272      std::map<int, Block, std::less<int>, std::allocator<std::pair<int const, Block> > >::operator[](int const&) [5]
[26]     5.0    0.00    0.01  226272         std::map<int, Block, std::less<int>, std::allocator<std::pair<int const, Block> > >::key_comp() const [26]
                0.01    0.00  226272/226272      std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::key_comp() const [27]
-----------------------------------------------
                0.01    0.00  226272/226272      std::map<int, Block, std::less<int>, std::allocator<std::pair<int const, Block> > >::key_comp() const [26]
[27]     5.0    0.01    0.00  226272         std::_Rb_tree<int, std::pair<int const, Block>, std::_Select1st<std::pair<int const, Block> >, std::less<int>, std::allocator<std::pair<int const, Block> > >::key_comp() const [27]
-----------------------------------------------
                0.01    0.00    1788/1788        World::Render(Yuna::Core::Window*) [3]
[28]     5.0    0.01    0.00    1788         RenderSystem::Render(Yuna::Core::Window*) [28]
                0.00    0.00    5364/54514       bool __gnu_cxx::operator!=<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [156]
                0.00    0.00    3576/38156       __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator*() const [170]
                0.00    0.00    3576/11793       TransformComponent* World::GetComponent<TransformComponent>(unsigned int) [233]
                0.00    0.00    3576/3576        RenderComponent* World::GetComponent<RenderComponent>(unsigned int) [273]
                0.00    0.00    3576/38156       __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator++() [169]
                0.00    0.00    1788/1788        std::vector<unsigned int, std::allocator<unsigned int> > World::GetEntitiesWith<TransformComponent, RenderComponent>() [305]
                0.00    0.00    1788/29067       std::vector<unsigned int, std::allocator<unsigned int> >::begin() [197]
                0.00    0.00    1788/29067       std::vector<unsigned int, std::allocator<unsigned int> >::end() [196]
                0.00    0.00    1788/7267        std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [254]
-----------------------------------------------
                0.01    0.00     913/913         World::Update(float) [10]
[29]     5.0    0.01    0.00     913         RenderSystem::Update(float) [29]
-----------------------------------------------
                0.00    0.00      14/452572      Map::LoadMap(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [34]
                0.00    0.00  452558/452572      std::map<int, Block, std::less<int>, std::allocator<std::pair<int const, Block> > >::operator[](int const&) [5]
[30]     5.0    0.00    0.00  452572         std::_Rb_tree_iterator<std::pair<int const, Block> >::operator*() const [30]
                0.00    0.00  452572/452600      std::_Rb_tree_node<std::pair<int const, Block> >::_M_valptr() [23]
-----------------------------------------------
                0.00    0.00       1/1           Yuna::Core::StateManager::Run() [33]
[31]     0.0    0.00    0.00       1         Game::Init() [31]
                0.00    0.00       1/1           World::Init() [32]
                0.00    0.00       1/3579        Yuna::Core::Window::GetSize() [271]
                0.00    0.00       1/1           Camera::SetSize(sf::Vector2<float> const&) [1191]
                0.00    0.00       1/3           sf::Vector2<float>::Vector2<unsigned int>(sf::Vector2<unsigned int> const&) [877]
                0.00    0.00       1/3           World::CreateEntity() [880]
                0.00    0.00       1/3           TransformComponent& World::AddComponent<TransformComponent, float, float>(unsigned int, float&&, float&&) [879]
                0.00    0.00       1/3           VelocityComponent& World::AddComponent<VelocityComponent, float, float>(unsigned int, float&&, float&&) [878]
                0.00    0.00       1/1           InputSystem* World::AddSystem<InputSystem, World*, Yuna::Core::EventHandler*>(World*&&, Yuna::Core::EventHandler*&&) [1181]
                0.00    0.00       1/1           GravitySystem* World::AddSystem<GravitySystem, World*>(World*&&) [1184]
                0.00    0.00       1/1           EntityCollisionDetectionSystem* World::AddSystem<EntityCollisionDetectionSystem, World*>(World*&&) [1187]
                0.00    0.00       1/1           MapCollisionDetectionSystem* World::AddSystem<MapCollisionDetectionSystem, World*>(World*&&) [1186]
                0.00    0.00       1/1           MovementSystem* World::AddSystem<MovementSystem, World*>(World*&&) [1185]
                0.00    0.00       1/1           RenderSystem* World::AddSystem<RenderSystem, World*>(World*&&) [1183]
                0.00    0.00       1/1           CameraSystem* World::AddSystem<CameraSystem, World*, Camera*, unsigned int&>(World*&&, Camera*&&, unsigned int&) [1182]
-----------------------------------------------
                0.00    0.00       1/1           Game::Init() [31]
[32]     0.0    0.00    0.00       1         World::Init() [32]
                0.00    0.00       1/1           Map::LoadMap(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [34]
                0.00    0.00       1/1           InputComponent& World::AddComponent<InputComponent>(unsigned int) [38]
                0.00    0.00       3/13          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [626]
                0.00    0.00       3/13          std::__new_allocator<char>::~__new_allocator() [612]
                0.00    0.00       2/3           World::CreateEntity() [880]
                0.00    0.00       2/3           TransformComponent& World::AddComponent<TransformComponent, float, float>(unsigned int, float&&, float&&) [879]
                0.00    0.00       2/22          std::shared_ptr<sf::Texture>::~shared_ptr() [508]
                0.00    0.00       2/2           RenderComponent& World::AddComponent<RenderComponent, std::shared_ptr<sf::Texture>, int, int>(unsigned int, std::shared_ptr<sf::Texture>&&, int&&, int&&) [1013]
                0.00    0.00       2/3           VelocityComponent& World::AddComponent<VelocityComponent, float, float>(unsigned int, float&&, float&&) [878]
                0.00    0.00       2/2           GravityComponent& World::AddComponent<GravityComponent, float, float>(unsigned int, float&&, float&&) [1014]
                0.00    0.00       2/33364       sf::Rect<float>::Rect(float, float, float, float) [173]
                0.00    0.00       2/2           ColliderComponent& World::AddComponent<ColliderComponent, sf::Rect<float> >(unsigned int, sf::Rect<float>&&) [1015]
                0.00    0.00       1/1           CameraTargetComponent& World::AddComponent<CameraTargetComponent>(unsigned int) [1180]
-----------------------------------------------
                                                 <spontaneous>
[33]     0.0    0.00    0.00                 Yuna::Core::StateManager::Run() [33]
                0.00    0.00       1/1           Game::Init() [31]
                0.00    0.00       1/1           Menu::Init() [1175]
                0.00    0.00       1/1           Splash::Init() [1193]
-----------------------------------------------
                0.00    0.00       1/1           World::Init() [32]
[34]     0.0    0.00    0.00       1         Map::LoadMap(Yuna::Core::ResourceManager&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [34]
                0.00    0.00     109/109         std::map<int, Block, std::less<int>, std::allocator<std::pair<int const, Block> > >::find(int const&) [35]
                0.00    0.00      42/226286      std::map<int, Block, std::less<int>, std::allocator<std::pair<int const, Block> > >::operator[](int const&) [5]
                0.00    0.00     109/109         std::vector<int, std::allocator<int> >::push_back(int const&) [40]
                0.00    0.00      14/452572      std::_Rb_tree_iterator<std::pair<int const, Block> >::operator*() const [30]
                0.00    0.00     316/509503      std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::operator[](unsigned long) [72]
                0.00    0.00     123/123         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [407]
